number,vector,amax
1,"[36922077, 687471499, 95908851, 868925838, 207330494, 991998543, 561763245, 367342230, 653969108, 780031828, 154506635, 723691105, 142198973, 968437377, 275682059, 204941517, 747051472, 271627891, 409205545, 96275377, 322902484, 77406178, 240778038, 474373904]",1073741824
2,"[345179952, 839640692, 631931161, 599970850, 1067822225, 770716265, 901904024, 98295972, 1060707686, 1049902789, 30364314, 170480889, 684279702, 64330053, 79633322, 279244062, 131648346, 1019033863, 840847583, 522625401, 653483212, 236368554, 678823233, 1044007248]",1073741824
3,"[1061349050, 241750576, 799852060, 144761121, 723121082, 715950071, 845855119, 378477207, 505237636, 853476099, 30255405, 885699355, 939822621, 212701594, 683883419, 931119307, 761712133, 90141819, 915463573, 711747429, 841834726, 468498798, 172075458, 166676626]",1073741824
4,"[570211659, 307862197, 673293215, 944596248, 659063653, 391722682, 1069325808, 397986415, 247622033, 702982052, 932331377, 534504840, 650109806, 596382448, 157905924, 774818313, 63015498, 929109965, 431535875, 261050736, 642188771, 281717838, 76662235, 171228800]",1073741824
5,"[631423168, 585859473, 852378694, 376415821, 651199178, 359215476, 82235312, 376711352, 355539058, 279645738, 1002787505, 719594697, 1029164463, 738190611, 596628211, 826199254, 784874610, 562992959, 489255039, 986553220, 296997835, 400949411, 852523387, 596055220]",1073741824
6,"[946566830, 784053956, 317749973, 58240169, 763592489, 418504822, 131211949, 806790392, 877586459, 911734352, 937264206, 1029854847, 949829855, 730560256, 148138906, 301130513, 419834414, 337651123, 1008281378, 485647730, 670580338, 391851311, 671731182, 891229264]",1073741824
7,"[687878585, 997033196, 414015944, 586580792, 815642392, 110413058, 222581871, 880191688, 674139472, 640831837, 1026457129, 98520305, 722424135, 622677486, 1011713043, 916986773, 129139520, 844079242, 787580934, 364132898, 378052507, 499699615, 625245822, 166915168]",1073741824
8,"[446057398, 573880560, 1043720481, 733994638, 740169626, 9108809, 606578238, 976714529, 962354630, 566687164, 167470219, 612284392, 473116709, 995386258, 835633631, 1024479192, 514946346, 182933685, 735623326, 149440118, 336521037, 814025864, 955179951, 335613510]",1073741824
9,"[595307439, 165487002, 6796570, 296984416, 503106955, 736272409, 312946062, 1025391090, 498269629, 616107687, 80014541, 1042953937, 395295920, 789132547, 301529871, 956603299, 685768665, 252001456, 499476888, 365077985, 133684152, 578462808, 116857066, 415967189]",1073741824
10,"[1011453216, 632006413, 681740872, 470107004, 880901187, 166671370, 967280243, 99097987, 876552669, 990033069, 517491477, 379918323, 605618891, 452100002, 951231024, 1022038304, 903906572, 430307110, 330433282, 802369103, 441528724, 134377993, 117042587, 94402826]",1073741824
11,"[905713012, 944936271, 992323110, 1014927883, 634062990, 137416409, 259545935, 407208655, 899237418, 525479771, 643990983, 805487123, 894117610, 397003191, 993238056, 802721580, 667127397, 763386826, 757226872, 985546062, 492234157, 625922305, 267051407, 438038389]",1073741824
12,"[499079912, 980613987, 144609257, 301101331, 197606644, 201263167, 590618658, 884603216, 824116015, 96641283, 45546461, 169589104, 56897192, 1008159371, 222224360, 1028772545, 714068517, 1022283248, 31358239, 847058367, 940463755, 239192255, 913580309, 788269312]",1073741824
13,"[90266926, 18303083, 149501855, 73540023, 605887318, 320139503, 436680543, 280226363, 580156139, 697040671, 211423720, 670133215, 59429958, 934360179, 1011948247, 312458608, 66446171, 723853003, 792956866, 504219338, 755593575, 739500293, 509886738, 2761414]",1073741824
14,"[374868708, 265299393, 939081804, 61692294, 596545305, 643709257, 844622846, 547929126, 1057702815, 277904558, 539459785, 105744080, 1001946681, 189624064, 930549428, 333405278, 343268280, 606850716, 754549798, 960552439, 397918078, 372817943, 729491879, 778759182]",1073741824
15,"[1007383419, 236175389, 89580171, 909734059, 693001334, 712674765, 534505386, 196972358, 810359859, 610342542, 1048049080, 139485484, 779019953, 147998855, 946635009, 859648126, 619387551, 265302604, 640243062, 468358693, 495439268, 877099041, 509808560, 6741740]",1073741824
16,"[632103465, 697488831, 446632715, 583992563, 474083830, 151127527, 881935128, 567689824, 297430552, 502621604, 697957543, 908969271, 137202839, 27449534, 268906642, 446601203, 763493847, 716384197, 951337030, 664758202, 253455917, 669893542, 518444365, 937282141]",1073741824
17,"[1015835198, 550050744, 836306574, 79291022, 906077899, 551862480, 632067233, 673557122, 979485831, 368309431, 851803516, 344033884, 9357746, 343463235, 391404781, 754072077, 911296019, 653511670, 648681918, 288726563, 584853424, 1050983023, 865052573, 98685268]",1073741824
18,"[592031796, 599103428, 608238241, 803418032, 597296527, 230505481, 803845376, 642438307, 858300668, 817378098, 383599799, 404515150, 50363404, 37641471, 36549242, 498379294, 1025144917, 302956716, 600879472, 252063526, 735479782, 718347548, 192087687, 55784454]",1073741824
19,"[909716168, 703220447, 175223373, 138151108, 100383846, 603177823, 617213446, 399375917, 914130014, 506264450, 629259639, 562101665, 189305384, 716344898, 668176724, 1073447400, 390154158, 922903590, 672680845, 865968746, 72302370, 176795671, 606420333, 986247345]",1073741824
20,"[440932234, 105476919, 751915224, 414971337, 915292540, 878463059, 867045702, 228601933, 636142354, 23982833, 394640060, 356105208, 356872778, 47072502, 302851595, 333005340, 266203218, 308136219, 74879440, 730483691, 356245077, 1071661553, 984097572, 795130407]",1073741824
21,"[22242953, 257515735, 695622858, 609739285, 148837428, 313527314, 616558787, 535748095, 354567708, 143104941, 246486633, 289869074, 981483007, 843233358, 258643497, 926681476, 443490522, 982628752, 582632670, 687449150, 582635961, 910135730, 605100509, 135535432]",1073741824
22,"[397622165, 685142777, 1073517625, 1058056687, 762196171, 753631430, 694954712, 416446431, 830994240, 690722049, 802688507, 361655209, 86236458, 879818434, 427837701, 371653995, 450338623, 229434074, 291815736, 359528604, 1030994294, 98104265, 967354784, 119933068]",1073741824
23,"[691046369, 725135613, 485086714, 918263806, 238710385, 214606423, 361565306, 39901733, 109112071, 569600177, 858301172, 974537191, 190257231, 472828077, 444940354, 330343739, 700643074, 231474954, 419406506, 590882427, 210656616, 219185501, 976090565, 359197772]",1073741824
24,"[310805898, 158443452, 867272894, 727590121, 865478695, 221686224, 135039602, 38196494, 329876460, 378490343, 310622442, 66493557, 497903108, 830915845, 430148848, 903182734, 822573682, 827401355, 241487139, 859104506, 959908479, 732709445, 115183956, 472058730]",1073741824
25,"[796831467, 151227640, 144934723, 228154698, 365939802, 153547303, 919880478, 952213594, 106767315, 1026462474, 409775021, 992828896, 481805345, 57868812, 1034949967, 797901120, 285232141, 961024205, 945480081, 720897773, 786098164, 1030413854, 204921980, 41511447]",1073741824
26,"[612122820, 416984714, 346068065, 176902733, 714921925, 441194494, 798436266, 312614527, 514154849, 835962574, 175419196, 948993629, 559630273, 409623405, 359611883, 130210575, 155071745, 38963339, 740730545, 998735326, 435206315, 446569093, 747676782, 573955457]",1073741824
27,"[292462369, 93417282, 1011707326, 553052864, 712246138, 688344723, 334921461, 332174840, 535660047, 384481940, 318558545, 876892303, 452057, 579721568, 948720193, 61648740, 701896130, 843970071, 441718659, 781869204, 475995427, 223429877, 934624333, 637189110]",1073741824
28,"[700311076, 140815304, 570242490, 61760697, 894356831, 339022203, 324741565, 104462526, 511362087, 660876159, 720539020, 127096608, 303236160, 625808554, 397715371, 870648802, 470541582, 834775838, 353748172, 758981831, 753660284, 216665704, 1013015203, 359722030]",1073741824
29,"[1041220145, 313483535, 1035073311, 1032873905, 719461434, 61964157, 355607902, 656496096, 621011917, 189133929, 831263872, 695624606, 508309589, 340796844, 843714521, 399868027, 391872136, 639890698, 639716903, 331409751, 1043381486, 1013510641, 999352141, 526922463]",1073741824
30,"[439161367, 422998419, 323298750, 617397214, 335898612, 831968233, 137326845, 597142837, 702093915, 63549614, 357143767, 589484302, 246125970, 215765401, 548715195, 901849595, 332944036, 142261392, 1010115112, 73868350, 1041195206, 175502825, 780369876, 758423270]",1073741824
31,"[482548825, 572825960, 439902212, 1051940823, 408749299, 712478196, 991337418, 879942533, 1034078738, 62312599, 44583015, 659719073, 277430161, 331634369, 524185534, 540187661, 726788312, 718514138, 593886105, 339225209, 553372517, 425294742, 567565110, 632758993]",1073741824
32,"[822272740, 78105971, 487244114, 348484961, 166757485, 722550324, 43566289, 731211219, 1073403569, 619177466, 983518983, 1061393182, 7165275, 728843369, 176866155, 864634133, 169870471, 1048965687, 430913507, 647010652, 623369744, 483795163, 860360955, 948689407]",1073741824
33,"[751497215, 299394036, 615750026, 1012615503, 930244570, 558964934, 1037757739, 748758312, 836387594, 150313712, 244082130, 846655705, 732335998, 623968427, 785989825, 877659763, 854368864, 343626080, 472055578, 77511470, 515873309, 709348478, 141895545, 647744418]",1073741824
34,"[814090099, 783142320, 923995252, 769443963, 38486304, 275970082, 429440760, 307405816, 304261669, 575307318, 980388090, 318278434, 861505763, 867104547, 231867983, 257151611, 20511117, 134279768, 98378523, 264366117, 526209818, 123565897, 202699642, 918314728]",1073741824
35,"[802002728, 446055630, 931270950, 179014686, 883254537, 1042275078, 11647401, 276495345, 205765470, 997644995, 699292017, 1015942535, 354011513, 65379804, 897184539, 418609385, 605418905, 135595096, 618447139, 257371036, 565445699, 16855407, 320090037, 563477390]",1073741824
36,"[288166754, 39815298, 549609195, 1061272604, 782909743, 669952641, 411276541, 1030105811, 915920989, 1071373365, 858391864, 118471003, 805846440, 472052662, 554901556, 1025686675, 451983716, 663975994, 735706792, 871509867, 217199135, 591254769, 325834601, 872895520]",1073741824
37,"[884280276, 226943650, 580864054, 565449812, 275735114, 799063207, 287741794, 79989957, 592081499, 710094739, 439659509, 221233910, 791882508, 491438510, 867916500, 67646898, 164157984, 564198468, 589735590, 496908998, 660915740, 790743470, 327439670, 395748734]",1073741824
38,"[89910611, 594768351, 1055602893, 9469673, 593906205, 156579327, 891738394, 828429563, 421324787, 687892337, 418976973, 530062834, 870929372, 688914291, 165086993, 702854998, 851508148, 558617274, 832649968, 146809533, 562026660, 670251476, 723867209, 914486504]",1073741824
39,"[518693425, 302462409, 353037660, 527409300, 406642532, 869148446, 906924396, 494234729, 564116467, 905844755, 585548031, 410125993, 240391410, 463509005, 364354971, 634618635, 487227816, 490737682, 998969461, 821669975, 555023343, 510684857, 345695114, 151488740]",1073741824
40,"[105228050, 93350082, 894248014, 1049692457, 658014459, 246926692, 391389436, 124850773, 584606945, 311922109, 286660061, 588080441, 642417200, 883643609, 320692435, 791807150, 444809710, 642675350, 757378272, 814537257, 297501309, 339063860, 754730167, 624108113]",1073741824
41,"[183378710, 946021009, 425537000, 959344475, 913211649, 935780213, 269797053, 597037713, 996443471, 806575527, 693913442, 243298451, 713613186, 938999846, 300353821, 544556655, 1057230027, 135032717, 957314790, 1003879054, 976719672, 293885916, 252583562, 292468143]",1073741824
42,"[901224082, 118408867, 29152693, 1070876015, 936789735, 638312725, 406721276, 153741854, 660699733, 218987510, 425158530, 326491965, 6594251, 577541687, 511126834, 580403299, 738377532, 146062746, 452993473, 383476214, 767837183, 669193786, 126457164, 467608613]",1073741824
43,"[261261770, 81343402, 56453690, 1064979510, 578836412, 740428408, 814376349, 344001401, 291708101, 620320503, 555374168, 887414083, 481742364, 370189660, 356549059, 1031130634, 190097578, 725138068, 836754956, 620453770, 471079854, 553184137, 907377843, 833114414]",1073741824
