task number,first solution time,all solutions time,answers number
73,0.016409,30.329846,106
109,0.039904,31.084715,151
101,0.020963,31.282311,103
37,0.084268,31.610034,109
13,0.656646,31.793121,126
33,0.004682,32.022758,119
41,0.015467,32.024131,132
53,0.038932,32.119612,126
69,0.591180,32.152660,119
9,0.020946,32.778645,112
5,0.143978,32.802580,123
77,0.238283,32.818259,141
65,0.011027,32.822121,113
133,0.240692,33.036602,103
89,0.354261,33.121751,100
85,0.415723,33.175247,124
93,0.257783,33.178698,126
45,0.000471,33.642022,124
141,0.127367,33.732231,125
113,0.252095,33.857882,113
25,0.061188,34.202583,121
17,0.070504,34.332133,137
97,0.053923,34.526780,119
49,0.000620,34.776964,118
153,0.006435,34.903909,112
81,0.000289,35.043591,99
61,0.055703,35.206678,123
125,0.010858,35.696069,135
105,0.267202,36.012047,118
137,0.159168,36.002383,135
1,0.051346,36.107781,120
21,0.920321,36.638189,116
121,0.067020,36.800153,129
57,0.317115,36.985364,123
129,0.696665,37.487546,122
157,0.020496,38.466266,130
117,0.193077,39.048960,123
29,0.047420,39.415312,124
149,0.206876,40.190823,102
145,0.042993,41.870538,136
70,0.048980,31.109437,121
54,0.000314,31.544939,137
114,0.823652,30.378133,116
102,0.216649,33.073156,124
6,0.020869,32.005163,130
34,0.243734,33.070650,110
26,0.217318,31.020308,116
46,0.022655,31.786860,116
38,0.744925,34.097527,115
86,0.087881,32.742432,108
94,0.028412,32.845008,124
134,0.151339,33.398329,132
82,0.648809,31.890535,116
98,0.180469,32.719931,116
14,0.209715,35.716206,124
50,0.260318,32.981194,115
42,0.135582,36.197503,123
10,0.056755,35.449232,108
66,0.013524,35.810490,112
74,0.702001,38.597255,120
58,0.139285,32.064453,120
90,0.069072,36.419627,118
138,0.025396,33.669880,163
130,0.254019,32.595603,114
106,0.525057,34.298167,119
18,0.551482,36.263166,150
118,0.035589,31.873757,125
122,0.371420,34.256669,113
150,0.135995,32.256010,110
2,0.299410,36.434288,127
62,0.027873,37.742002,118
154,0.122801,38.006402,114
78,0.002141,41.348001,137
126,0.072960,39.454920,115
158,0.009270,36.954890,132
22,0.099465,39.007946,137
142,0.315827,42.062684,131
110,0.034911,45.636292,117
30,0.160841,38.628428,122
146,0.266421,39.895356,137
103,0.066018,31.639459,132
115,0.200336,32.817685,105
55,0.038128,33.414133,131
35,0.337091,32.568326,130
27,0.411129,32.537912,127
135,0.000413,31.522224,99
47,0.061845,32.561909,127
7,0.182504,34.200233,142
15,0.594776,31.610328,129
39,0.060779,33.597166,126
95,0.236771,34.566985,104
107,0.404211,30.450054,98
83,0.118148,33.949907,114
67,0.325478,32.303660,125
51,0.000330,33.593516,114
119,0.413432,30.849265,130
75,0.062068,32.922907,128
79,0.231247,28.588544,126
139,0.478256,34.170636,99
91,0.813484,34.841705,137
43,0.203375,36.442905,131
11,0.057687,37.794767,119
159,0.528079,30.591521,108
155,0.061444,33.257093,103
99,0.043696,39.195268,111
3,0.046566,34.214969,114
131,0.160628,37.017016,119
151,1.082533,35.977969,111
87,0.054592,42.998298,116
111,0.795317,32.247872,123
19,0.003902,39.146357,116
71,0.182316,46.643236,107
127,0.797549,35.408053,117
143,0.351982,35.705876,116
123,0.013847,40.486418,117
147,0.247736,35.346487,125
59,0.117676,49.021482,125
23,0.039091,45.017819,129
31,0.093800,46.509334,106
68,0.015586,27.501425,120
116,0.176556,31.629516,145
28,0.084165,31.271255,129
104,0.259492,33.249384,119
8,0.167762,30.371578,141
36,0.109536,32.733227,122
136,0.141356,32.456749,127
48,0.156984,33.907253,137
16,0.105039,32.839890,124
96,0.044427,31.421466,109
63,0.256184,59.148482,123
56,0.094213,35.299398,109
40,0.461615,33.430169,110
52,0.122094,33.364594,116
80,0.240712,33.491044,129
108,0.106234,35.586116,103
44,0.205056,31.730039,116
120,0.009450,35.360510,117
140,0.372399,33.646550,124
84,0.564197,37.730039,133
156,0.703225,32.426990,127
76,0.107369,38.195835,136
132,0.354042,33.577521,118
20,0.053901,31.098021,132
72,0.163845,32.345688,124
152,0.040001,34.511589,132
160,0.078818,37.143047,99
4,0.029300,36.608199,103
92,0.729507,39.122614,128
112,0.000607,35.713659,142
124,0.079111,33.433136,128
12,0.030756,40.955801,125
128,0.320080,36.478039,137
100,0.111801,41.801212,116
60,0.380408,32.122478,131
148,0.479000,33.697511,122
88,0.118746,48.009284,123
24,0.744198,36.916375,122
173,0.101082,31.739784,120
144,1.268502,49.493779,116
165,0.073148,33.816550,127
181,0.168992,33.296098,113
201,0.769078,32.001962,127
169,0.292993,36.016458,138
193,0.006996,33.633500,115
221,0.005464,30.036628,133
161,0.307200,38.940616,112
205,0.297626,35.098643,114
185,0.258170,38.137661,104
32,0.146167,44.131475,108
197,0.404680,37.233845,138
177,0.349329,40.351732,130
213,0.188761,33.988601,133
64,1.177841,38.168579,116
189,0.105727,38.541379,122
225,0.007399,33.317681,121
217,1.477808,34.362880,110
209,0.208691,39.002901,121
249,0.121338,33.612942,139
241,0.018203,34.575781,124
245,0.284270,34.479356,109
233,0.120927,36.903462,137
257,0.183029,32.658046,117
229,0.654986,38.417902,139
265,0.504037,34.458136,126
277,0.156426,33.481747,114
237,0.445261,40.875735,125
253,0.023269,37.567122,123
261,0.077011,37.546429,120
273,0.795970,36.181221,144
269,0.628755,37.856431,126
293,0.046812,32.847534,116
297,0.131025,33.224486,128
281,0.004210,38.306073,126
285,0.107988,38.707761,122
289,0.111916,40.379343,106
174,0.026145,31.877311,116
301,0.000095,37.852710,124
166,0.032802,32.641805,113
309,0.064007,34.484977,123
305,0.636202,38.029650,120
222,1.366779,33.088810,116
194,0.532841,35.555924,126
317,0.087305,31.065736,114
198,0.272707,32.788574,132
186,0.581296,33.825270,115
218,0.116477,32.150302,128
182,1.011143,39.832592,106
190,0.172764,33.112379,124
206,0.846327,35.890959,133
162,0.721466,36.588789,108
202,0.444931,40.061651,110
214,0.625673,34.794509,124
242,0.070516,30.588470,138
178,0.202535,36.043592,135
170,0.077638,41.450630,126
250,0.015852,33.446830,128
258,0.555108,32.625052,121
226,0.005063,37.951076,132
210,0.797421,36.233347,123
246,0.053690,34.786661,142
313,0.024164,43.829076,135
234,0.010490,37.189832,121
266,0.040638,35.409809,112
262,0.482483,33.547444,115
230,0.000693,39.233531,108
298,0.385871,32.189914,121
238,0.282853,37.370144,132
278,0.389023,38.642462,126
274,0.032811,36.319838,113
254,0.128099,39.156559,126
294,0.248111,39.394159,119
282,0.441043,38.657380,109
175,0.202784,31.525712,123
290,0.090259,36.480947,125
270,0.637664,45.220704,117
302,0.167993,32.249700,104
286,0.438378,41.377263,126
306,0.004923,34.441467,113
187,0.064962,31.158113,109
223,0.999258,34.835068,122
310,0.121040,38.930902,115
219,0.492245,32.293129,119
199,0.451145,33.740466,103
191,0.394984,32.402193,120
195,0.043756,34.860031,98
163,0.146312,33.404473,134
215,0.084300,32.670351,118
243,0.312614,34.147665,110
203,0.311386,36.133835,135
259,0.099330,32.671453,130
251,0.126210,33.588642,111
183,0.169604,38.012744,115
207,0.045409,38.221567,111
227,0.478890,35.827800,124
167,0.649300,49.832358,122
211,0.132302,35.295804,127
179,0.111013,39.817880,113
267,0.257949,32.527180,117
247,0.029208,36.737701,136
235,0.333688,35.685189,120
318,0.362200,47.443130,118
314,0.041693,36.650504,115
263,0.125498,35.069458,104
231,0.056066,34.439499,106
299,0.359573,33.603357,120
275,0.265792,32.840492,130
279,0.290597,33.474089,138
239,0.337030,36.454737,158
171,0.067219,47.323840,114
255,0.339409,36.286596,123
295,0.276757,33.464298,113
283,0.831380,35.279894,122
291,1.247576,35.015968,115
176,0.024522,35.909752,132
303,0.342756,33.296463,106
287,0.048948,34.545870,123
188,0.082452,31.313881,125
311,0.235006,32.370796,115
224,0.076163,32.900088,123
220,0.319527,33.931421,129
307,0.045432,39.844796,146
271,0.443110,44.399889,132
192,0.645212,36.973419,118
244,0.952916,33.862893,116
196,0.414942,37.954969,140
184,0.466808,33.020344,116
252,0.104407,33.082374,121
204,0.414533,34.643425,103
200,0.310574,39.670021,135
164,0.044750,38.124971,129
208,0.079920,34.310807,119
260,0.011389,36.482318,112
216,0.039007,40.394392,118
180,0.056710,34.573964,116
212,0.276395,35.199029,107
264,0.102895,32.249741,134
228,0.262163,37.429158,115
168,0.630002,36.950287,112
248,0.343372,35.737073,162
300,0.202442,33.664040,106
315,0.429734,34.397317,128
276,0.129000,34.633533,122
280,0.215910,34.354341,141
236,0.008664,36.644849,136
268,0.025973,39.851251,119
319,0.085166,38.311027,135
240,1.472587,34.373942,118
256,0.237492,32.975766,121
232,0.031545,38.907146,98
296,0.417298,34.793932,109
172,0.255836,38.238926,125
304,0.012327,34.825728,139
288,0.248244,33.970486,121
321,0.215198,35.392859,111
284,0.017258,36.969932,119
292,0.106254,37.464309,122
312,0.007762,33.414747,109
325,0.033683,36.145907,130
329,1.593742,35.335096,123
341,0.077415,31.367661,130
337,0.071008,33.796691,117
333,0.372791,37.758670,127
353,0.188072,33.085893,130
272,0.126081,37.538004,131
308,0.143449,39.012325,118
357,0.314184,34.493098,97
349,0.228585,35.237078,139
365,0.304533,35.140725,106
369,0.290998,34.435360,118
345,0.156802,36.760251,122
373,0.168728,35.674660,128
393,0.012424,33.008587,126
377,0.000056,36.679958,113
389,0.142087,33.650498,112
381,0.264707,35.304725,113
409,0.754773,32.753483,133
361,0.200869,42.156865,126
385,0.000277,37.260823,116
397,0.362977,37.665214,103
316,0.435425,37.820457,127
421,0.026508,36.149283,111
417,0.148850,37.040638,146
405,0.086897,38.561330,125
425,0.260818,34.378523,115
413,0.108332,38.820908,118
320,0.219086,37.230136,103
437,0.025354,34.219159,122
401,0.049938,43.444843,124
433,0.098368,37.422340,110
441,0.204243,34.565734,110
429,0.181830,38.688616,99
453,0.303277,35.215767,122
322,0.124743,37.095855,138
445,0.407859,38.527184,120
449,0.396585,38.541684,110
457,0.157820,37.144991,115
461,0.022423,34.739468,159
326,1.268011,34.535107,126
330,0.255896,34.059504,99
342,0.473312,34.127789,108
334,0.833773,32.673809,126
354,0.060909,33.283999,125
358,0.392487,33.021955,113
366,0.165356,33.736758,101
465,0.000358,36.203804,130
350,0.037075,35.321442,146
346,0.066811,35.441788,140
370,0.094426,36.696372,118
469,0.007206,38.546095,146
374,0.194531,35.787414,119
394,0.083800,35.593261,128
410,0.050499,32.893522,136
386,0.682238,32.872816,124
338,0.284115,44.029188,137
398,0.059019,34.085516,118
382,0.338888,38.264381,119
378,0.066055,39.416945,107
362,0.581928,37.082240,107
390,1.600714,40.757513,113
418,0.076042,34.110356,138
473,0.793160,35.115346,108
406,0.525062,34.612057,130
422,0.151524,35.451285,126
426,0.096704,37.033997,115
434,0.091076,33.563564,135
477,0.740985,37.852357,114
414,0.092313,38.580209,127
438,0.533618,37.717030,108
430,0.011759,36.830772,124
442,0.004641,37.228601,131
454,0.193864,32.607713,113
402,0.306237,38.966633,146
450,0.015910,33.756211,124
458,0.148001,33.546413,116
446,0.054025,36.884914,116
323,0.107109,38.252652,134
327,0.278515,36.326122,100
462,0.426666,37.381021,111
335,0.076907,35.234940,125
331,1.106431,38.399199,120
466,0.150177,31.919350,131
367,0.013753,32.970374,122
355,0.048221,36.716659,129
343,0.062581,40.040615,139
359,0.178157,37.495221,127
347,0.037297,34.111501,137
387,0.013656,31.809720,127
371,0.856514,35.083954,119
395,0.784751,32.244529,123
411,0.165561,33.576112,117
470,0.431959,36.780519,118
375,0.097366,35.963395,117
351,0.311593,41.199011,114
399,0.040695,33.551175,109
339,0.201742,37.232754,118
423,0.689307,32.138683,106
407,0.194914,33.653993,131
427,0.550628,31.274677,131
419,0.174265,34.251139,139
379,0.024063,36.821752,116
474,0.051085,35.460370,137
478,0.237710,32.489965,114
443,0.265368,31.875306,105
435,0.187033,36.910734,116
363,0.017777,41.952903,123
439,0.340731,34.435487,122
383,0.277987,43.446795,144
455,0.159371,35.581878,115
391,0.004956,44.960597,119
403,0.180490,36.951930,154
415,0.111255,39.897202,103
459,0.591327,34.223900,124
324,0.053756,32.029185,122
451,0.125792,35.465928,104
328,0.142519,32.847846,141
431,0.026130,42.847425,132
336,0.036285,31.929481,95
332,0.032770,33.925570,114
344,0.090765,32.490802,139
467,0.041032,35.320894,147
348,0.091840,31.709602,141
447,0.001413,41.580941,123
356,0.150604,34.893185,111
368,0.015001,35.373351,109
388,0.520683,31.712261,111
412,0.511007,30.880439,110
396,0.014050,34.182820,99
471,0.275615,32.827956,107
372,0.129460,34.815881,119
463,0.112968,45.230448,118
360,0.069713,38.432730,113
400,0.068603,33.532931,121
352,0.034749,34.732796,99
408,0.511743,31.320075,144
420,0.125152,31.300118,123
428,0.002552,32.060694,114
340,0.000050,35.211106,102
380,0.168547,32.343221,127
376,0.513849,38.527441,120
479,0.193709,29.654052,107
475,0.083745,32.684530,111
444,0.000361,29.087944,120
424,0.024675,36.536391,127
440,0.035021,29.087991,131
364,0.261233,31.787484,133
460,0.277312,26.123294,111
404,0.079337,27.191469,154
456,0.180790,29.661216,116
485,0.125477,25.069065,127
384,0.008544,32.907778,129
436,0.387892,33.777539,114
416,1.093587,29.314942,117
481,0.128869,28.727616,134
452,0.418684,29.726068,124
392,0.008356,32.821170,112
432,0.203173,27.312894,132
497,0.882380,23.114892,139
493,0.294892,25.609267,143
489,0.296885,28.606296,99
448,0.011648,23.246689,97
468,0.413056,25.831025,92
464,0.104238,22.077198,163
472,0.472289,23.575371,137
480,0.087390,17.043939,115
476,0.014024,19.853763,122
486,0.005491,16.495559,141
482,0.152781,16.766153,134
498,0.092928,15.895417,151
